Age,Gender,Weight(kg),Daily Water Intake (liters),Physical Activity Level,Hydration Level
38,Female,72.77,2.3,Moderate,At Risk of Dehydration
28,Male,92.65,1.26,Moderate,At Risk of Dehydration
20,Male,62.09,1.29,Moderate,At Risk of Dehydration
43,Male,45.01,2.19,Moderate,At Risk of Dehydration
55,Female,97.06,1.53,High,At Risk of Dehydration
32,Female,79.0,1.3,High,At Risk of Dehydration
43,Male,66.23,1.65,Moderate,At Risk of Dehydration
40,Female,91.37,2.61,Moderate,At Risk of Dehydration
24,Female,81.75,3.48,Low,Hydrated
38,Male,59.23,2.3,Moderate,At Risk of Dehydration
21,Female,66.09,2.24,High,At Risk of Dehydration
18,Female,76.59,3.35,High,At Risk of Dehydration
46,Female,96.81,2.52,Low,Hydrated
48,Female,52.53,3.18,High,At Risk of Dehydration
20,Female,96.02,2.45,Low,At Risk of Dehydration
30,Female,48.31,3.79,Moderate,Hydrated
31,Female,50.86,3.44,High,Hydrated
35,Female,46.26,2.31,Low,At Risk of Dehydration
30,Male,85.09,1.57,Moderate,At Risk of Dehydration
59,Male,46.41,3.68,Moderate,Hydrated
42,Male,89.33,1.99,Moderate,At Risk of Dehydration
45,Female,65.23,2.9,High,At Risk of Dehydration
18,Female,86.5,1.47,Low,At Risk of Dehydration
55,Female,93.38,3.46,High,Hydrated
48,Male,60.78,2.53,Low,At Risk of Dehydration
50,Female,80.04,2.36,Moderate,At Risk of Dehydration
33,Female,71.89,3.82,Low,Hydrated
21,Male,62.65,3.87,High,Hydrated
58,Female,81.11,1.9,High,At Risk of Dehydration
19,Male,69.48,1.1,Low,At Risk of Dehydration
26,Female,72.17,1.54,Low,At Risk of Dehydration
39,Male,99.27,2.53,Moderate,At Risk of Dehydration
36,Female,82.64,1.95,Low,At Risk of Dehydration
35,Male,58.92,2.89,Moderate,Hydrated
34,Female,78.13,2.96,Low,At Risk of Dehydration
21,Female,73.72,2.61,High,At Risk of Dehydration
26,Male,59.3,2.73,Low,Hydrated
45,Male,85.43,3.65,High,At Risk of Dehydration
23,Male,89.27,1.4,Moderate,At Risk of Dehydration
28,Female,85.72,1.85,Low,Hydrated
35,Male,66.07,2.39,High,Hydrated
25,Male,94.89,2.89,High,At Risk of Dehydration
34,Female,95.55,2.92,Low,Hydrated
59,Female,76.31,2.52,High,At Risk of Dehydration
47,Female,57.32,1.29,Low,Hydrated
39,Male,70.29,2.7,Low,At Risk of Dehydration
49,Male,95.81,2.41,Moderate,At Risk of Dehydration
43,Male,60.08,1.81,Low,Hydrated
39,Male,48.82,3.76,High,Hydrated
34,Male,73.45,2.66,High,At Risk of Dehydration
18,Male,93.15,3.87,Moderate,Hydrated
43,Male,74.27,3.75,High,Hydrated
52,Female,46.41,1.87,Low,At Risk of Dehydration
55,Female,50.01,3.52,Low,At Risk of Dehydration
40,Male,91.26,1.39,High,At Risk of Dehydration
23,Male,86.84,3.67,Moderate,At Risk of Dehydration
26,Male,47.26,3.0,Moderate,Hydrated
43,Female,72.93,2.97,High,Hydrated
34,Female,70.59,3.9,Moderate,Hydrated
34,Male,50.29,2.65,Moderate,Hydrated
30,Male,71.27,1.89,Moderate,At Risk of Dehydration
26,Female,47.48,1.26,Low,At Risk of Dehydration
56,Male,89.91,2.99,High,At Risk of Dehydration
43,Female,59.6,3.98,Low,Hydrated
51,Female,79.67,2.87,High,Hydrated
51,Male,81.66,2.31,High,At Risk of Dehydration
58,Male,93.31,2.72,High,At Risk of Dehydration
32,Female,51.52,2.84,Low,Hydrated
20,Female,66.01,2.91,Low,Hydrated
35,Male,72.46,1.97,High,At Risk of Dehydration
20,Female,49.3,2.91,Low,At Risk of Dehydration
34,Female,78.25,3.03,Moderate,At Risk of Dehydration
57,Female,98.86,1.89,Moderate,At Risk of Dehydration
44,Female,61.61,1.87,Moderate,At Risk of Dehydration
38,Male,80.61,3.95,Moderate,Hydrated
37,Female,90.67,1.55,Moderate,At Risk of Dehydration
56,Female,56.57,3.96,Moderate,Hydrated
22,Female,81.63,2.69,High,At Risk of Dehydration
48,Male,99.6,1.17,High,At Risk of Dehydration
32,Female,99.7,2.67,Moderate,At Risk of Dehydration
36,Female,45.37,1.83,Low,At Risk of Dehydration
29,Female,49.84,1.24,Low,At Risk of Dehydration
50,Female,79.98,2.36,Low,At Risk of Dehydration
39,Female,91.62,1.82,High,At Risk of Dehydration
36,Male,94.21,3.54,Low,At Risk of Dehydration
35,Male,66.38,2.69,Low,At Risk of Dehydration
33,Male,59.03,3.23,High,At Risk of Dehydration
42,Male,54.62,2.11,High,At Risk of Dehydration
28,Female,76.23,3.61,High,Hydrated
24,Male,96.89,1.49,Moderate,At Risk of Dehydration
55,Male,45.77,3.02,Low,Hydrated
29,Male,70.98,2.62,Moderate,Hydrated
34,Male,50.79,3.8,Moderate,Hydrated
38,Female,86.86,2.14,High,At Risk of Dehydration
39,Female,99.59,1.39,Low,At Risk of Dehydration
42,Female,76.18,3.72,Moderate,At Risk of Dehydration
41,Female,61.78,1.5,Low,At Risk of Dehydration
52,Female,51.87,3.85,Low,Hydrated
53,Male,59.68,1.28,Moderate,At Risk of Dehydration
24,Male,74.21,3.18,Low,At Risk of Dehydration
58,Female,71.17,1.72,Moderate,At Risk of Dehydration
28,Male,78.18,3.99,Moderate,At Risk of Dehydration
33,Male,58.65,1.5,Moderate,At Risk of Dehydration
18,Male,55.84,2.97,Low,Hydrated
37,Female,61.11,1.4,Moderate,At Risk of Dehydration
24,Female,96.5,3.41,High,Hydrated
59,Female,90.69,1.73,Low,At Risk of Dehydration
56,Male,53.73,2.93,Moderate,At Risk of Dehydration
38,Female,74.99,3.41,Low,Hydrated
46,Male,85.49,2.83,Low,At Risk of Dehydration
36,Male,76.22,2.56,Low,At Risk of Dehydration
59,Female,58.93,2.62,Low,Hydrated
40,Male,96.77,3.74,High,Hydrated
46,Male,72.64,1.97,Moderate,At Risk of Dehydration
56,Male,92.26,1.65,High,At Risk of Dehydration
31,Female,46.59,2.26,Low,At Risk of Dehydration
45,Male,50.55,3.9,Moderate,At Risk of Dehydration
31,Male,50.41,2.74,High,At Risk of Dehydration
56,Male,47.36,1.47,High,At Risk of Dehydration
19,Male,93.41,2.91,High,At Risk of Dehydration
34,Male,73.43,1.01,Moderate,At Risk of Dehydration
52,Male,66.07,1.16,Low,At Risk of Dehydration
40,Female,53.3,2.37,Low,Hydrated
27,Male,49.68,2.52,High,At Risk of Dehydration
34,Male,99.57,1.59,Moderate,At Risk of Dehydration
37,Female,82.11,3.71,Moderate,At Risk of Dehydration
44,Male,61.2,3.58,Moderate,At Risk of Dehydration
57,Male,62.96,3.53,Low,At Risk of Dehydration
55,Male,74.9,3.27,Low,Hydrated
32,Male,57.68,2.83,Moderate,Hydrated
27,Female,64.08,1.49,Low,At Risk of Dehydration
32,Male,51.76,3.8,Moderate,Hydrated
45,Male,51.39,2.95,High,At Risk of Dehydration
46,Male,76.89,1.32,Low,At Risk of Dehydration
58,Female,74.85,3.06,Low,At Risk of Dehydration
18,Male,55.76,3.62,High,Hydrated
53,Female,53.26,1.47,Low,At Risk of Dehydration
35,Female,72.26,2.47,High,At Risk of Dehydration
42,Male,73.22,2.1,Moderate,At Risk of Dehydration
19,Male,97.43,2.35,Low,At Risk of Dehydration
39,Male,74.08,3.48,High,Hydrated
24,Female,99.93,2.1,Moderate,At Risk of Dehydration
21,Female,48.8,1.89,Low,At Risk of Dehydration
33,Male,90.94,2.51,Low,At Risk of Dehydration
54,Male,70.66,1.32,Moderate,At Risk of Dehydration
59,Male,90.68,3.5,Moderate,Hydrated
41,Male,97.18,1.4,Moderate,At Risk of Dehydration
19,Female,95.97,3.51,Low,Hydrated
40,Female,52.11,3.43,Moderate,At Risk of Dehydration
41,Male,79.84,3.07,Moderate,At Risk of Dehydration
30,Male,68.52,2.42,Moderate,At Risk of Dehydration
38,Female,62.07,3.87,Low,Hydrated
57,Female,63.55,2.03,Low,At Risk of Dehydration
18,Male,70.44,2.04,High,Hydrated
48,Female,51.35,3.91,Moderate,Hydrated
43,Male,57.58,2.77,Moderate,At Risk of Dehydration
22,Male,61.95,1.62,Low,At Risk of Dehydration
58,Female,89.94,1.95,Moderate,At Risk of Dehydration
23,Male,93.8,3.17,Moderate,At Risk of Dehydration
51,Male,54.55,1.4,Low,At Risk of Dehydration
40,Male,64.59,1.2,Low,At Risk of Dehydration
35,Male,48.2,3.66,Low,At Risk of Dehydration
48,Female,76.58,2.79,Moderate,At Risk of Dehydration
59,Male,92.37,3.52,Low,At Risk of Dehydration
52,Male,73.19,1.9,High,At Risk of Dehydration
56,Female,49.88,3.57,High,At Risk of Dehydration
45,Female,78.26,1.27,Low,At Risk of Dehydration
50,Female,49.98,2.89,Low,Hydrated
31,Female,52.61,1.12,High,At Risk of Dehydration
50,Female,52.62,1.15,Low,At Risk of Dehydration
52,Female,45.87,2.89,Moderate,At Risk of Dehydration
30,Female,78.27,1.76,Low,At Risk of Dehydration
31,Female,87.27,3.43,Moderate,At Risk of Dehydration
59,Male,96.55,2.92,Moderate,At Risk of Dehydration
20,Male,76.52,3.5,High,Hydrated
36,Female,54.63,2.69,Moderate,At Risk of Dehydration
54,Female,74.29,3.5,Low,Hydrated
49,Male,57.93,1.62,High,At Risk of Dehydration
35,Female,71.89,2.42,High,At Risk of Dehydration
22,Male,67.51,1.34,Moderate,At Risk of Dehydration
56,Male,96.37,2.1,Low,At Risk of Dehydration
29,Male,83.62,1.1,High,At Risk of Dehydration
45,Female,90.04,3.92,Low,Hydrated
50,Female,57.86,3.59,Low,Hydrated
24,Male,87.85,2.8,Moderate,At Risk of Dehydration
39,Female,56.68,1.67,High,At Risk of Dehydration
50,Male,52.18,1.54,Low,At Risk of Dehydration
28,Female,52.34,1.96,Low,At Risk of Dehydration
45,Female,46.59,3.17,Moderate,Hydrated
36,Female,59.1,2.04,High,Hydrated
45,Female,59.28,3.95,High,At Risk of Dehydration
24,Male,46.03,1.21,Moderate,At Risk of Dehydration
24,Male,74.88,3.32,Low,Hydrated
19,Male,66.57,1.4,Moderate,Hydrated
54,Female,50.84,3.1,High,At Risk of Dehydration
19,Female,83.99,2.34,Moderate,At Risk of Dehydration
30,Female,89.8,1.36,High,At Risk of Dehydration
35,Male,64.26,1.41,Moderate,At Risk of Dehydration
31,Male,49.6,2.62,High,At Risk of Dehydration
29,Female,66.49,2.92,Moderate,At Risk of Dehydration
43,Male,80.38,2.9,Low,At Risk of Dehydration
32,Female,98.26,1.89,High,At Risk of Dehydration
54,Female,55.17,2.53,Moderate,At Risk of Dehydration
32,Male,86.85,3.95,Moderate,Hydrated
29,Male,72.94,2.07,Moderate,Hydrated
36,Female,49.31,3.95,Low,Hydrated
31,Male,63.49,2.19,Low,At Risk of Dehydration
52,Male,91.71,2.13,Moderate,At Risk of Dehydration
35,Male,72.21,3.08,Moderate,At Risk of Dehydration
55,Male,49.81,1.21,High,At Risk of Dehydration
59,Female,90.42,3.1,Moderate,At Risk of Dehydration
47,Female,56.55,3.23,Moderate,Hydrated
21,Female,54.45,3.54,Low,Hydrated
21,Female,83.61,2.57,High,At Risk of Dehydration
29,Female,89.15,1.36,Moderate,At Risk of Dehydration
51,Male,74.72,3.91,Moderate,Hydrated
24,Female,93.49,3.35,High,At Risk of Dehydration
21,Female,57.4,1.77,Moderate,At Risk of Dehydration
52,Male,82.65,2.9,High,Hydrated
59,Female,64.06,2.92,Moderate,Hydrated
34,Female,95.83,2.82,Moderate,At Risk of Dehydration
47,Male,66.29,1.41,Low,At Risk of Dehydration
48,Male,79.64,1.93,Low,At Risk of Dehydration
53,Male,83.64,1.93,High,At Risk of Dehydration
37,Male,96.45,1.56,High,At Risk of Dehydration
56,Female,58.28,1.74,High,At Risk of Dehydration
26,Male,45.66,2.84,Low,Hydrated
18,Female,77.75,3.95,Moderate,At Risk of Dehydration
54,Male,47.31,3.17,Moderate,Hydrated
48,Female,52.92,1.55,High,At Risk of Dehydration
31,Male,59.53,3.68,Low,Hydrated
33,Male,51.97,2.23,High,At Risk of Dehydration
32,Male,94.88,1.76,Low,At Risk of Dehydration
59,Female,47.76,1.21,Moderate,At Risk of Dehydration
54,Female,48.68,3.11,Low,At Risk of Dehydration
49,Female,55.97,2.54,High,At Risk of Dehydration
39,Female,96.27,3.58,Moderate,At Risk of Dehydration
50,Male,70.06,2.17,Low,At Risk of Dehydration
53,Female,85.47,1.98,Moderate,At Risk of Dehydration
35,Female,98.23,3.76,Moderate,Hydrated
31,Male,93.8,3.13,High,Hydrated
33,Female,48.4,2.21,Low,At Risk of Dehydration
19,Male,50.41,3.59,High,At Risk of Dehydration
41,Female,95.67,3.93,Low,At Risk of Dehydration
42,Male,64.2,2.45,Low,At Risk of Dehydration
45,Female,60.41,3.29,Moderate,At Risk of Dehydration
52,Female,57.12,2.93,Moderate,Hydrated
46,Female,87.0,2.93,High,At Risk of Dehydration
47,Female,46.77,3.32,Moderate,At Risk of Dehydration
27,Male,65.07,2.39,Moderate,At Risk of Dehydration
47,Male,48.12,1.55,High,At Risk of Dehydration
59,Male,82.31,1.31,Low,At Risk of Dehydration
28,Female,78.79,2.78,High,At Risk of Dehydration
40,Female,63.89,1.96,Low,At Risk of Dehydration
20,Female,48.35,3.23,Moderate,Hydrated
52,Female,51.69,1.02,Low,At Risk of Dehydration
56,Female,46.17,2.6,Low,At Risk of Dehydration
49,Male,53.47,1.7,Moderate,At Risk of Dehydration
35,Female,59.55,3.18,Low,Hydrated
21,Female,74.69,1.52,Low,At Risk of Dehydration
19,Female,80.76,2.4,Moderate,At Risk of Dehydration
36,Male,97.53,3.0,Low,Hydrated
49,Male,97.72,2.85,Low,Hydrated
39,Male,85.46,1.59,Low,At Risk of Dehydration
41,Male,92.07,2.84,Low,At Risk of Dehydration
52,Female,98.49,3.64,Moderate,Hydrated
51,Male,79.96,2.14,Low,At Risk of Dehydration
32,Male,83.8,2.09,Moderate,At Risk of Dehydration
25,Male,61.56,3.28,Moderate,Hydrated
45,Male,82.94,2.38,High,At Risk of Dehydration
57,Male,61.75,1.77,Low,At Risk of Dehydration
40,Male,57.08,2.21,Moderate,At Risk of Dehydration
24,Male,55.16,1.56,Moderate,At Risk of Dehydration
47,Female,90.18,1.25,Low,At Risk of Dehydration
19,Male,76.01,1.77,High,At Risk of Dehydration
56,Male,54.98,1.74,Low,At Risk of Dehydration
33,Female,95.08,3.92,Moderate,At Risk of Dehydration
23,Male,83.25,2.28,High,At Risk of Dehydration
26,Male,67.67,2.49,Low,At Risk of Dehydration
57,Female,91.32,1.2,Moderate,At Risk of Dehydration
45,Female,91.82,3.4,Moderate,At Risk of Dehydration
57,Male,63.31,3.15,Moderate,At Risk of Dehydration
31,Female,88.67,3.99,Moderate,Hydrated
30,Male,59.31,1.39,Low,At Risk of Dehydration
39,Male,67.62,1.56,High,At Risk of Dehydration
51,Male,81.63,3.86,Low,At Risk of Dehydration
19,Male,70.11,3.13,Low,At Risk of Dehydration
35,Female,53.35,1.64,High,At Risk of Dehydration
47,Female,50.09,1.13,High,At Risk of Dehydration
22,Male,95.12,2.38,High,Hydrated
30,Female,87.27,1.04,Low,At Risk of Dehydration
21,Female,97.86,3.69,High,Hydrated
27,Male,82.37,3.55,High,Hydrated
23,Female,76.98,3.78,Moderate,Hydrated
47,Female,45.6,2.77,Moderate,Hydrated
51,Male,89.8,1.77,Moderate,At Risk of Dehydration
36,Male,91.3,1.8,Low,At Risk of Dehydration
19,Female,67.94,3.98,High,Hydrated
42,Male,60.82,1.12,Low,At Risk of Dehydration
30,Male,86.94,2.55,Moderate,At Risk of Dehydration
41,Female,90.53,2.49,Moderate,At Risk of Dehydration
47,Female,78.9,3.03,Low,At Risk of Dehydration
55,Male,53.23,2.86,Moderate,At Risk of Dehydration
47,Female,70.46,1.19,High,At Risk of Dehydration
29,Male,60.28,3.07,Moderate,At Risk of Dehydration
45,Male,63.52,1.54,Low,At Risk of Dehydration
38,Female,98.13,3.88,Moderate,At Risk of Dehydration
45,Female,90.37,3.63,Low,Hydrated
38,Male,48.4,1.63,Low,At Risk of Dehydration
35,Female,83.45,1.28,Moderate,At Risk of Dehydration
51,Male,48.38,2.43,Moderate,At Risk of Dehydration
26,Female,57.1,1.24,Low,At Risk of Dehydration
57,Male,80.58,1.92,Moderate,At Risk of Dehydration
23,Female,68.83,3.73,Low,Hydrated
18,Male,79.26,2.5,Low,At Risk of Dehydration
31,Male,84.68,2.23,Moderate,At Risk of Dehydration
24,Male,55.73,2.96,High,At Risk of Dehydration
46,Female,88.42,1.98,Low,Hydrated
53,Female,88.83,3.37,Moderate,Hydrated
52,Female,88.34,3.6,Moderate,Hydrated
29,Female,45.16,3.86,High,Hydrated
37,Female,50.6,2.31,High,At Risk of Dehydration
23,Female,85.76,2.94,High,At Risk of Dehydration
37,Male,88.08,1.75,Moderate,At Risk of Dehydration
50,Male,56.28,1.58,Low,At Risk of Dehydration
59,Male,75.12,2.1,High,At Risk of Dehydration
52,Female,90.31,2.57,Low,Hydrated
32,Female,98.46,1.65,Moderate,At Risk of Dehydration
41,Male,61.29,3.19,Moderate,Hydrated
59,Female,57.08,1.79,High,At Risk of Dehydration
28,Female,81.69,3.07,Moderate,At Risk of Dehydration
36,Female,99.3,3.38,High,At Risk of Dehydration
50,Male,65.91,2.27,Moderate,At Risk of Dehydration
25,Female,82.11,1.1,Low,At Risk of Dehydration
46,Male,48.85,3.44,Moderate,Hydrated
20,Male,55.47,2.21,High,At Risk of Dehydration
43,Male,99.16,2.09,High,At Risk of Dehydration
43,Male,71.22,3.99,High,Hydrated
43,Female,92.13,1.09,High,At Risk of Dehydration
30,Female,48.06,1.17,High,At Risk of Dehydration
22,Male,77.59,3.15,High,At Risk of Dehydration
37,Male,63.24,2.0,High,At Risk of Dehydration
31,Female,54.53,2.35,High,Hydrated
48,Male,71.99,3.57,Moderate,Hydrated
36,Male,63.25,2.44,Low,At Risk of Dehydration
56,Male,68.39,1.49,Moderate,At Risk of Dehydration
54,Female,46.48,3.24,Low,At Risk of Dehydration
24,Male,62.73,2.91,Moderate,At Risk of Dehydration
49,Female,54.62,1.65,Moderate,At Risk of Dehydration
22,Male,95.54,3.23,Low,Hydrated
37,Male,53.21,1.82,Moderate,At Risk of Dehydration
58,Female,98.7,1.09,Low,At Risk of Dehydration
50,Male,82.43,3.0,High,Hydrated
47,Female,96.24,2.06,Moderate,At Risk of Dehydration
49,Male,86.05,1.23,High,At Risk of Dehydration
45,Female,64.26,2.41,Moderate,Hydrated
32,Male,67.02,2.42,Low,Hydrated
29,Female,80.52,1.4,Moderate,At Risk of Dehydration
44,Female,88.2,3.45,Moderate,Hydrated
22,Female,75.82,3.78,Low,Hydrated
25,Male,60.44,2.3,High,At Risk of Dehydration
34,Female,46.99,1.61,High,At Risk of Dehydration
49,Male,65.19,1.54,Low,At Risk of Dehydration
48,Female,90.57,2.11,Low,At Risk of Dehydration
47,Male,91.35,3.59,Moderate,At Risk of Dehydration
22,Female,64.76,1.26,Low,At Risk of Dehydration
53,Female,94.55,3.82,Low,Hydrated
52,Male,61.32,1.26,High,At Risk of Dehydration
46,Female,68.84,1.44,Moderate,At Risk of Dehydration
20,Female,93.8,3.17,Low,Hydrated
24,Male,76.85,2.22,Moderate,At Risk of Dehydration
49,Male,75.62,3.54,Moderate,Hydrated
34,Male,73.35,2.1,Moderate,At Risk of Dehydration
25,Female,79.14,3.22,High,At Risk of Dehydration
48,Female,94.71,2.66,High,At Risk of Dehydration
31,Male,96.12,1.46,High,At Risk of Dehydration
56,Male,53.68,3.18,Low,Hydrated
29,Male,88.6,3.79,High,Hydrated
40,Female,91.21,1.94,High,At Risk of Dehydration
21,Male,85.17,2.44,Moderate,At Risk of Dehydration
53,Male,74.3,2.97,Moderate,Hydrated
56,Female,80.29,2.64,Low,At Risk of Dehydration
33,Male,84.34,1.18,High,At Risk of Dehydration
26,Male,89.89,1.53,Moderate,At Risk of Dehydration
41,Male,51.56,2.2,Low,At Risk of Dehydration
41,Male,94.2,3.28,High,Hydrated
29,Female,87.5,2.34,High,At Risk of Dehydration
28,Male,85.4,1.26,Moderate,At Risk of Dehydration
19,Female,56.31,1.48,Moderate,At Risk of Dehydration
41,Female,81.68,2.2,High,At Risk of Dehydration
50,Female,59.63,3.5,Moderate,Hydrated
27,Female,99.66,1.72,Low,At Risk of Dehydration
24,Female,97.81,2.16,High,At Risk of Dehydration
26,Male,81.0,2.1,Low,At Risk of Dehydration
37,Female,81.19,3.18,Moderate,At Risk of Dehydration
32,Female,89.96,2.35,Moderate,At Risk of Dehydration
26,Male,60.31,1.52,Low,At Risk of Dehydration
35,Female,69.56,3.27,Low,Hydrated
49,Female,68.17,2.09,High,At Risk of Dehydration
27,Male,62.74,3.24,Low,Hydrated
40,Female,48.93,2.47,Low,Hydrated
31,Male,55.04,1.78,High,At Risk of Dehydration
31,Female,83.99,2.69,Moderate,At Risk of Dehydration
20,Male,54.36,2.12,Moderate,Hydrated
30,Female,94.75,2.5,Moderate,At Risk of Dehydration
48,Female,67.79,2.95,Moderate,At Risk of Dehydration
44,Male,76.49,3.83,Low,Hydrated
27,Female,62.5,3.91,High,At Risk of Dehydration
41,Male,94.79,3.99,High,Hydrated
28,Female,99.3,3.81,Moderate,Hydrated
49,Male,61.67,1.57,High,At Risk of Dehydration
57,Female,68.73,2.66,Moderate,At Risk of Dehydration
28,Male,85.27,3.44,Moderate,Hydrated
33,Male,99.53,1.85,Low,At Risk of Dehydration
18,Male,78.71,1.82,Moderate,At Risk of Dehydration
28,Female,61.87,2.58,High,At Risk of Dehydration
50,Male,97.5,3.44,Low,Hydrated
27,Male,52.37,3.42,High,At Risk of Dehydration
31,Male,73.23,2.75,Moderate,At Risk of Dehydration
34,Male,50.51,3.89,Low,Hydrated
34,Female,91.6,2.35,Moderate,At Risk of Dehydration
27,Male,75.16,2.53,Low,At Risk of Dehydration
50,Male,93.52,3.83,High,At Risk of Dehydration
19,Female,71.74,3.4,Low,At Risk of Dehydration
46,Female,77.15,3.49,Low,Hydrated
50,Male,67.32,3.75,Low,At Risk of Dehydration
34,Male,47.2,3.97,Moderate,Hydrated
57,Female,88.56,1.93,Low,At Risk of Dehydration
30,Male,76.15,3.0,Low,Hydrated
36,Female,63.18,1.73,Low,At Risk of Dehydration
18,Female,80.85,1.98,High,At Risk of Dehydration
19,Female,58.27,1.92,High,At Risk of Dehydration
27,Male,45.31,2.24,High,At Risk of Dehydration
35,Male,63.92,1.44,Moderate,At Risk of Dehydration
53,Male,79.76,1.95,Low,At Risk of Dehydration
29,Male,92.12,2.68,High,At Risk of Dehydration
46,Female,81.13,1.27,Low,At Risk of Dehydration
30,Male,96.08,2.97,Moderate,At Risk of Dehydration
47,Male,87.56,1.22,Low,At Risk of Dehydration
54,Male,55.23,2.01,Low,At Risk of Dehydration
56,Female,62.23,1.28,Low,At Risk of Dehydration
40,Male,56.09,3.77,High,Hydrated
25,Female,65.03,2.16,Moderate,At Risk of Dehydration
18,Male,62.76,1.85,High,At Risk of Dehydration
